case_Model,MRP,cpu_Model,MRP,internal-hard-drive_Model,MRP,memory_Model,MRP,motherboard_Model,MRP,power-supply_Model,MRP,video-card_Model,MRP,Total Price
Thermaltake V250 TG ARGB,268.13,Intel Core i5-4690K,2072.12,PNY CS1030,1571.16,Corsair Dominator Platinum RGB 32 GB,1383.99,Asus PRIME Z790-A WIFI,2727.13,Cooler Master MWE Gold V2 ATX3.0,314.65,Asus DUAL OC,9839.41,18176.59
Phanteks Enthoo Elite,895.33,Intel Xeon E5-2620,2954.59,Samsung 990 Pro w/Heatsink,429.4,Crucial Pro 32 GB,1679.32,ASRock B550M-HDV,2701.87,SeaSonic FOCUS GX-850 ATX 3.0,31.7,XFX Speedster SWFT 319,378.07,9070.28
DIYPC ARGB Q10,255.69,Intel Core i5-9400,198.3,Leven JS600,1002.32,Kingston FURY Beast 32 GB,151.85,Asus Prime B450M-A II,1871.49,EVGA 500 W1,204.72,ASRock Taichi OC,9471.23,13155.6
Thermaltake Core V1,53.49,AMD Ryzen 7 5700X,434.89,Toshiba MK3276GSX,339.73,ADATA XPG Lancer Blade 32 GB,988.22,Asus TUF GAMING B550-PLUS,3909.11,MSI MAG A550BN,675.38,MSI RTX 3060 Ventus 3X 12G OC,6354.64,12755.46
Montech AIR 903 MAX,874.97,Intel Core i3-12100,3924.17,Samsung 860 Evo,2321.37,G.Skill Trident Z5 RGB 48 GB,3187.5,MSI MAG B650 TOMAHAWK WIFI,1633.87,be quiet! SFX L Power,160.85,MSI Ventus XS OCV1,1844.91,13947.64
Fractal Design North,841.17,AMD Ryzen 9 7900,3263.64,Crucial P3 Plus,571.81,G.Skill Ripjaws S5 64 GB,805.64,MSI PRO Z790-S WIFI,942.76,Corsair RM850x (2018),276.2,Asus DUAL,631.74,7332.96
Lian Li O11 Air Mini,295.54,Intel Core i5-14600KF,4140.12,Intel Optane P1600X,2016.25,Silicon Power Value Gaming 32 GB,353.57,MSI B450 Gaming Plus MAX,663.22,Thermaltake Smart,515.51,PowerColor Fighter,6085.36,14069.57
be quiet! Pure Base 600,997.91,Intel Pentium Gold G5500,1668.98,Samsung 860 Evo,2129.03,Corsair Vengeance RGB Pro 32 GB,2776.46,Gigabyte A520M K V2,2115.72,EVGA SuperNOVA 850 GT,459.63,Asus ProArt OC,8494.77,18642.5
Corsair 2000D AIRFLOW,247.75,Intel Core i5-14400,1383.33,Samsung 860 Evo,381.05,Silicon Power XPOWER Turbine 32 GB,40.76,Gigabyte B650M K,3889.5,Cooler Master MWE Gold V2 ATX3.0,310.62,ASRock Phantom Gaming D OC,7044.8,13297.81
GAMDIAS AURA GC1,54.13,Intel Core i5-7600K,3537.13,Seagate FireCuda 530,915.96,Kingston FURY Beast RGB 32 GB,3872.58,Asus PRIME B550-PLUS AC-HES,3446.44,SeaSonic FOCUS Gold,163.33,ASRock Challenger OC,9318.07,21307.64
be quiet! Pure Base 500 FX,772.18,AMD Ryzen 5 1600 (14nm),3335.8,Inland Performance Plus,312.95,Corsair Vengeance RGB 64 GB,1470.97,ASRock B550M PG RIPTIDE,3232.12,Azza PSAZ-550W,329.17,EVGA XC3 ULTRA GAMING,6601.12,16054.31
MagniumGear NEO QUBE 2,719.15,AMD Ryzen 9 7900X3D,3958.51,Silicon Power XS70,286.64,Corsair Vengeance RGB Pro 32 GB,2400.3,MSI X670E GAMING PLUS WIFI,552.48,Corsair HX1500i (2023),575.18,MSI GAMING X SLIM,4341.87,12834.13
Zalman P30,751.12,AMD Ryzen 5 7600,3123.88,TEAMGROUP MP44L,2300.21,Silicon Power Value Gaming 32 GB,1419.4,MSI Z490-A PRO,2462.76,EVGA SuperNOVA 1000 P3,649.34,Gigabyte AORUS MASTER,4125.43,14832.14
Silverstone ALTA F2,273.19,Intel Core i5-4570T,4241.56,Seagate Surveillance HDD,1168.0,Silicon Power GAMING 16 GB,3105.25,Asus ROG STRIX Z790-H GAMING WIFI,3266.94,Gigabyte UD750GM,184.53,MSI VENTUS 3X E OC,2458.84,14698.31
Deepcool CK560,96.83,Intel Core i7-12700K,993.98,Western Digital SE,178.97,Lexar Ares RGB 32 GB,2642.61,MSI MPG Z690 FORCE WIFI,3239.77,EVGA SuperNOVA 850 GT,674.87,MSI SUPRIM LIQUID X,3307.32,11134.35
be quiet! Pure Base 500DX,693.53,AMD Ryzen 5 7600,3168.44,Seagate IronWolf NAS,54.87,Corsair Vengeance RGB 64 GB,34.1,ASRock B650E Taichi Lite,186.37,SeaSonic PRIME TX-850,540.29,Zotac GAMING AMP Extreme AIRO,2305.17,6982.77
Montech X3 Mesh,307.0,Intel Core i7-11700K,1305.42,Solidigm P41 Plus,426.88,TEAMGROUP T-Force Delta RGB 16 GB,1581.88,ASRock B450M-HDV R4.0,2953.77,EVGA SuperNOVA 850 G5,618.57,Asus ROG STRIX-GTX1070-O8G-GAMING,3211.56,10405.08
Lian Li O11 Vision,49.79,Intel Core i9-14900K,3737.52,Intel DC P3600,444.34,TEAMGROUP T-Force Delta RGB 16 GB,320.43,ASRock B650M Pro RS,2799.39,Deepcool PM850D,347.98,Asus ProArt OC,1503.16,9202.61
Corsair 6500X,210.47,Intel Core i7-8700,832.15,KingSpec XG7000,760.74,TEAMGROUP T-Force Delta RGB 32 GB,698.71,Asus PRIME B650-PLUS,1756.39,Apevia CAPTAIN,483.13,EVGA FTW3 ULTRA GAMING,5309.46,10051.05
Corsair 3000D AIRFLOW,108.82,Intel Core i7-7820X,122.9,Inland Professional,1108.92,G.Skill Ripjaws S5 32 GB,1160.01,Asus ROG STRIX Z690-I GAMING WIFI,338.22,EVGA SuperNOVA 650 GA,330.86,EVGA XC3 ULTRA GAMING,3961.5,7131.23
be quiet! Silent Base 802,60.88,AMD Athlon 200GE,247.14,Toshiba MG10 512e,1609.43,TEAMGROUP Elite 16 GB,2699.36,Gigabyte B650 EAGLE AX,1237.54,Gigabyte UD1000GM PG5 (rev. 2.0),483.67,ASRock Challenger D OC,1872.09,8210.11
Fractal Design Focus G,186.43,Intel Core i7-4770S,1931.3,Western Digital Black SN850X,719.39,TEAMGROUP Elite 16 GB,3745.11,Gigabyte Z790 AORUS ELITE DDR4,1021.18,Thermaltake Toughpower GX3,68.41,MSI VENTUS 2X OC,9067.48,16739.3
Fractal Design Pop Mini Air,108.97,Intel Xeon E3-1220 V3,328.42,Kingston A400,704.05,TEAMGROUP T-Force Vulcan Z 16 GB,493.35,MSI MPG Z790 CARBON WIFI II,1321.98,SeaSonic FOCUS Plus 650 Gold,309.93,PNY VCNRTX6000ADA-PB,9073.2,12339.9
Phanteks XT PRO,320.3,Intel Core i3-12100F,3084.86,Samsung 970 Evo Plus,25.1,G.Skill Trident Z RGB 16 GB,2565.66,Asus ROG STRIX Z790-A GAMING WIFI II,1770.26,be quiet! Dark Power Pro 13,125.85,Asus DUAL,2719.39,10611.42
SAMA IM01,425.82,Intel Xeon E3-1220 V3,2903.56,Patriot P300,1070.39,ADATA XPG Lancer Blade 32 GB,62.74,Gigabyte B450M DS3H WIFI,3150.98,MSI MAG A750GL PCIE5,325.92,MSI SUPRIM LIQUID X,2578.58,10517.99
MSI MAG PANO M100R PZ,899.24,Intel Xeon E5-2620,2064.18,Solidigm P41 Plus,2319.53,Crucial Classic 16 GB,1844.17,ASRock Z790 Pro RS,2126.54,ADATA XPG Core Reactor II,405.87,MSI GAMING X,7342.36,17001.89
Montech KING 95 PRO,730.01,Intel Core i5-13500,3628.57,Inland Performance Plus,2049.9,Corsair Vengeance RGB 128 GB,3471.2,Gigabyte B650 EAGLE AX,2912.91,MSI MAG A850GL PCIE5,382.88,Asus ROG Matrix Platinum,1849.03,15024.5
HYTE Y70,815.01,Intel Xeon E5-2620,409.34,Inland Performance Plus,524.06,TEAMGROUP Elite 16 GB,1177.05,Asus Prime B450M-A II,2067.72,Gigabyte UD-GM PG5,277.15,MSI D6 VENTUS XS OCV3,2936.32,8206.65
HYTE Y70 Touch,729.62,Intel Core i3-7350K,4029.26,Silicon Power A60,1777.22,ADATA XPG Lancer Blade 32 GB,2751.88,Gigabyte B650 AORUS ELITE AX,1353.63,Fractal Design Ion Gold,201.27,EVGA Gaming iCX,9057.51,19900.39
Fractal Design Node 304,739.7,Intel Core i7-12700KF,1313.43,Seagate FireCuda,1908.74,Patriot Viper Venom 32 GB,652.1,Asus ROG STRIX B760-A GAMING WIFI,2708.97,Deepcool PM850D,387.94,Sapphire PULSE,2787.84,10498.72
SAMA IM01,267.64,AMD Ryzen 9 7900,812.79,Seagate Surveillance HDD,1327.42,Crucial Pro Overclocking 32 GB,1444.92,Asus PRIME Z390-A,2154.12,SeaSonic FOCUS Gold,276.5,ASRock Challenger D OC,7986.24,14269.63
be quiet! Pure Base 600,730.57,Intel Core i7-7820X,502.04,Western Digital Blue SN570,1117.43,Silicon Power SP016GLLTU160N22 16 GB,707.63,Asus TUF GAMING B550M-PLUS WIFI II,1292.5,Corsair CX650M,587.58,Zotac GAMING Twin Edge OC,1864.93,6802.68
Asus A21,639.59,Intel Core i5-9600K,3424.5,VisionTek QLC,899.46,Corsair Vengeance LPX 128 GB,3210.27,Gigabyte Z790 AORUS PRO X,2941.12,Azza PSAZ-550W,91.97,Zotac Twin Edge OC,2471.26,13678.17
MSI MPG VELOX 100R,46.27,AMD Ryzen 9 5950X,1941.86,Western Digital Green SN350,115.19,TEAMGROUP T-Create Classic 16 GB,3793.34,Asus TUF GAMING B550M-PLUS WIFI II,3726.91,Corsair HX1500i (2023),635.44,Sapphire PULSE,4859.13,15118.14
Fractal Design Pop Mini Air,402.76,Intel Core i9-10940X,1956.72,Silicon Power A55,1031.92,TEAMGROUP T-Force Vulcan Z 16 GB,839.17,Gigabyte A620I AX,244.44,Cooler Master MWE Gold 850 - V2,325.98,Gigabyte WINDFORCE,7999.29,12800.28
HYTE Y70,784.99,Intel Core i7-4770K,3087.36,Lexar NS100,1456.03,TEAMGROUP T-Force Vulcan Z 16 GB,2716.18,Asus TUF GAMING B760M-PLUS WIFI,1896.57,NZXT C1200,329.72,PNY VCNRTX6000ADA-PB,2142.12,12412.97
Asus Prime AP201,646.9,Intel Core i5-11400,2806.24,Crucial MX500,864.45,G.Skill Ripjaws V 32 GB,1416.27,ASRock Z790 PRO RS WIFI,3015.27,Corsair RM850x (2018),166.72,Asus TUF GAMING OC,7873.43,16789.28
HYTE Y40,458.11,Intel Core i9-12900KF,392.58,MSI SPATIUM M570 HS,2097.1,Patriot Viper Xtreme 5 32 GB,2232.56,MSI MPG Z790 EDGE TI MAX WIFI,2034.71,EVGA SuperNOVA 650 GT,362.56,MSI RTX 3060 Ventus 3X 12G OC,2517.13,10094.75
Corsair 3000D RGB AIRFLOW,890.32,AMD Ryzen 5 5600X,2615.55,Solidigm P41 Plus,1731.89,G.Skill Trident Z RGB 64 GB,336.07,ASRock Z790 PRO RS WIFI,1438.47,EVGA SuperNOVA 650 GT,714.32,PNY VERTO,1969.31,9695.93
GameMax Vista A,311.54,Intel Core i5-11600KF,1372.92,Silicon Power UD90,1940.35,TEAMGROUP Vulcan Z 16 GB,468.96,Asus TUF GAMING B550-PLUS WIFI II,2489.46,MSI MPG A850G PCIE5,56.66,Asus ProArt OC,3386.76,10026.65
Asus TUF Gaming GT302 ARGB,127.27,AMD Ryzen 5 2600X,1049.48,Western Digital WD_BLACK,474.87,Patriot Viper Venom 16 GB,3684.44,MSI PRO H610M-G DDR4,2439.43,MSI MPG A850G PCIE5,692.82,XFX GTS XXX,8628.84,17097.15
Phanteks NV5,123.32,Intel Core i5-4440,2523.52,Seagate IronWolf NAS,564.43,G.Skill Ripjaws V 16 GB,567.0,ASRock Z790 PRO RS WIFI,1270.45,Thermaltake Smart BX1,106.28,MSI GT 710 2GD3H LP,1767.23,6922.23
Thermaltake S100 Snow Edition,797.44,Intel Core i5-7500,1152.5,Inland Professional,1490.7,Silicon Power GAMING 32 GB,650.73,Gigabyte B650 GAMING X AX V2,498.52,Corsair RM850x SHIFT,223.95,MSI GAMING X TRIO,3173.14,7986.98
DIYPC ARGB Q10,119.42,Intel Xeon E5-2620,3326.16,Intel DC P3600,778.99,Corsair Vengeance RGB Pro 16 GB,2127.73,Asus PRIME B550M-A/CSM,3082.65,be quiet! Pure Power 12 M,401.5,ASRock Challenger D,3047.46,12883.91
be quiet! Pure Base 500DX,426.33,Intel Core i9-10900X,2376.14,Crucial T700,1433.48,G.Skill Flare X5 64 GB,3210.66,ASRock Z790 PRO RS WIFI,3912.77,FSP Group FSP400-60FGGBA,196.41,PowerColor Fighter OC,4160.02,15715.81
Deepcool CC360 ARGB,844.63,Intel Core i3-13100,1483.6,Seagate Barracuda Compute,1417.42,TEAMGROUP T-Create Expert 32 GB,1275.42,Gigabyte H510M S2H V3,2107.01,Montech TITAN GOLD 1000W,363.75,EVGA SC2,2826.85,10318.68
Jonsbo N1,281.97,AMD Ryzen 3 4100,2701.52,Kingston A400,659.15,Corsair Vengeance RGB Pro 64 GB,1296.93,MSI B550 GAMING GEN3,1059.92,Corsair CX (2023),59.48,MSI LP OC,1374.64,7433.61
Antec P101 Silent,594.75,Intel Core i9-10900X,3284.35,Lexar NM710,1013.43,Klevv BOLT V 32 GB,690.24,MSI MAG B760 TOMAHAWK WIFI,2445.13,MSI MPG A750GF,662.5,Asus ROG STRIX-GTX1070-O8G-GAMING,7479.63,16170.03
Thermaltake S100 Snow Edition,983.36,AMD Ryzen 5 4500,333.11,Crucial MX500,1067.89,Corsair Vengeance RGB RT 32 GB,1209.03,Asus PRIME Z790-A WIFI,3399.01,EVGA 850 B5,694.51,Sapphire PULSE,7795.76,15482.67
MSI MEG MAESTRO 700L PZ,575.37,AMD FX-8350,2889.6,Patriot P310,2169.66,G.Skill Trident Z5 Neo 32 GB,1599.87,Gigabyte B650M D3HP,3151.33,EVGA 500 W1,448.25,MSI Ventus XS OCV1,6979.53,17813.61
Fractal Design Focus G,524.14,AMD Ryzen 5 1600X,3616.57,Western Digital Black SN850X w/Heatsink,205.59,Corsair Dominator Titanium 64 GB,2334.99,MSI PRO B760-VC WIFI IV,2766.57,Gigabyte P450B,292.8,ASRock Taichi OC,8408.23,18148.89
Thermaltake Core V1,861.63,AMD Threadripper 3990X,3359.13,Crucial T700 W/Heatsink,1916.58,Klevv BOLT V 32 GB,3749.91,MSI PRO B650M-A WIFI,1428.4,Corsair RM850e (2023),205.31,PowerColor Red Dragon OC,2749.47,14270.43
DIYPC DIY-S07,376.47,AMD Threadripper 1950X,3885.3,Seagate Surveillance HDD,1891.82,Lexar Ares RGB 32 GB,931.44,MSI PRO B760M-P DDR4,1395.9,Corsair RM750e (2023),394.26,Zotac Twin Edge OC,8236.9,17112.09
HYTE REVOLT 3,424.39,AMD Ryzen 5 2600X,197.44,Intel DC P3600,1197.65,Corsair Vengeance LPX 4 GB,1172.11,Gigabyte B550 AORUS ELITE AX V2,2982.15,MSI MPG A850G PCIE5,242.24,Gigabyte AERO OC V2,959.86,7175.84
Lian Li PC-O11 Dynamic Razer,910.99,Intel Core i9-13900KS,1896.09,Seagate Exos X18,643.85,G.Skill Trident Z5 Neo RGB 32 GB,1079.23,Gigabyte A620M DS3H,2197.14,Corsair RM850x (2021),659.71,XFX Speedster MERC 310 Black Edition,3638.67,11025.68
Thermaltake Core V21,784.23,Intel Core i7-11700K,2467.13,Samsung 990 EVO,836.39,Corsair Vengeance LPX 64 GB,915.09,Biostar H610MH,501.34,MSI MAG A750GL PCIE5,176.65,XFX Speedster MERC 310 Black Edition,9781.62,15462.45
DIYPC ARGB Q10,939.1,Intel Xeon E5-2620,3578.6,Samsung 870 Evo,1921.62,G.Skill Ripjaws V 16 GB,1692.16,ASRock Z690 Phantom Gaming-ITX/TB4,1537.78,Cooler Master MWE Gold 850 - V2,698.62,XFX Speedster QICK 319 Core,9204.64,19572.52
Zalman S2,336.62,Intel Core i9-10940X,1802.06,MSI SPATIUM M480 PRO,847.11,Corsair Vengeance 96 GB,3396.77,ASRock B550 Phantom Gaming 4,1721.8,EVGA SuperNOVA 650 GT,282.44,Acer Predator BiFrost OC,6951.2,15338.0
DIYPC MA08,295.23,Intel Core i5-760,3322.25,Solidigm P44 Pro,487.4,Lexar Ares RGB 32 GB,1153.89,Gigabyte B760I AORUS PRO,204.45,Corsair CX550 (2017),590.72,Gigabyte EAGLE,7683.09,13737.03
Antec NX100,502.6,Intel Core i7-4770K,2482.45,Silicon Power UD85,752.39,Samsung M378A2K43CB1-CTD 16 GB,978.1,MSI B450 Gaming Plus MAX,132.41,Asus ROG Strix,149.66,Asus TUF GAMING OC,1949.35,6946.96
Corsair iCUE 5000T RGB,311.6,Intel Celeron G6900,1530.33,Patriot P310,72.06,Patriot Viper Venom 16 GB,2134.62,MSI PRO B760M-A WIFI,2870.6,NZXT C1000 (2022),679.12,PowerColor Red Devil,5330.9,12929.23
be quiet! Silent Base 802,86.3,Intel Core i5-13600K,3791.38,MSI SPATIUM M570 HS,2092.28,TEAMGROUP T-Force Delta RGB 16 GB,2693.05,Gigabyte B450 AORUS M,2807.3,MSI MAG A850GL PCIE5,256.61,NVIDIA 9001G4112520001,9243.4,20970.32
MSI MAG FORGE 100M,870.32,AMD Ryzen 5 5600,109.42,Seagate FireCuda,2268.4,TEAMGROUP T-Force Xtreem ARGB 32 GB,1567.85,Gigabyte H510M K V2,3071.39,Corsair SF750,685.52,Sapphire PULSE,5524.31,14097.21
Corsair 3000D RGB AIRFLOW,274.13,Intel Core i3-12100F,3836.49,SK Hynix Platinum P41,293.3,Crucial Pro Overclocking 32 GB,3777.04,Gigabyte TRX40 AORUS XTREME,2559.88,MSI MPG A850G PCIE5,167.66,PNY VERTO OC,2840.17,13748.67
Cooler Master MasterBox NR600 (w/o ODD),591.19,Intel Celeron G3900,1446.97,Patriot Burst Elite,1419.51,G.Skill Aegis 16 GB,190.35,Asus TUF GAMING B550-PLUS WIFI II,1152.17,G.Skill MB750G,257.6,EVGA XC3 ULTRA GAMING,7043.12,12100.91
NZXT H7 Elite (2023),589.04,AMD Ryzen 7 7700,4186.5,Western Digital Blue SN580,1858.02,G.Skill Trident Z5 RGB 32 GB,2553.97,Asus PRIME B450M-A,448.7,MSI MPG A1000G,151.36,Zotac Twin Edge OC,1985.89,11773.48
DIYPC ARGB Q10,808.71,Intel Core i7-8700T,3994.7,KIOXIA EXCERIA PRO,1221.75,Corsair Vengeance 64 GB,3065.33,Biostar H610MH,2226.63,SeaSonic PRIME PX-1600 ATX 3.0,452.84,MSI VENTUS 3X E OC,8207.07,19977.03
Cooler Master MasterBox NR200P V2,138.86,Intel Core i7-7800X,1281.16,Lexar NS100,1439.79,Corsair Vengeance 192 GB,1893.3,MSI PRO B760-P WIFI DDR4,1566.77,FSP Group FSP400-60FGGBA,39.57,Asus DUAL OC,4464.97,10824.42
Cooler Master MasterBox TD500 Mesh White w/ Controller,172.23,Intel Core i3-530,2442.11,Seagate BarraCuda,1348.4,TEAMGROUP T-Force Vulcan Z 32 GB,2485.7,Gigabyte B650M AORUS ELITE AX,1556.74,EVGA 750 BQ,27.67,MSI VENTUS 2X XS OC,2259.61,10292.46
Asus ROG Strix Helios,486.47,AMD Ryzen 7 7700X,390.29,Western Digital Black SN850X,1888.87,TEAMGROUP Vulcan Z 16 GB,1388.09,ASRock A620M Pro RS,3107.49,Thermaltake Smart,248.9,MSI VENTUS 3X E OC,8551.75,16061.86
Cooler Master MasterBox TD500 Mesh w/ Controller,904.01,Intel Core i5-11500,3708.8,TEAMGROUP T-Force Vulcan Z,1788.34,G.Skill Flare X5 32 GB,1973.63,MSI MPG Z790 EDGE TI MAX WIFI,1768.87,MSI MAG A850GL PCIE5,212.37,MSI VENTUS 2X BLACK OC,3503.22,13859.24
Lian Li PC-O11 Dynamic,463.16,Intel Core i5-4570T,4225.48,Transcend 250S,2468.47,Crucial Classic 8 GB,1585.09,Gigabyte H510M S2H V3,1272.21,Cooler Master MWE GOLD 750 V2 FULL MODULAR,118.71,MSI GAMING X SLIM,4730.25,14863.37
MSI MPG VELOX 100R,945.31,Intel Core i5-13600K,1312.74,Crucial T705 W/Heatsink Limited Edition,253.78,Kingston ValueRAM 4 GB,1416.22,MSI PRO B550M-P GEN3,2977.5,Cooler Master V850 SFX GOLD,273.71,ASRock Challenger D,7818.03,14997.29
Corsair 3000D AIRFLOW,208.59,AMD Ryzen 5 1600 (14nm),1805.83,Seagate IronWolf Pro NAS,1274.45,G.Skill Flare X5 64 GB,3201.25,MSI MAG Z790 TOMAHAWK WIFI,1949.35,Corsair RM1200x SHIFT,596.35,Asus STRIX GAMING,5650.23,14686.05
Fractal Design Terra,606.74,AMD Ryzen 9 3900X,1496.39,Mushkin Helix-L,103.16,TEAMGROUP T-Create Expert 64 GB,3651.98,MSI PRO B760M-A WIFI DDR4,2509.83,NZXT C1000 (2022),206.92,PNY RTX A-Series,1998.57,10573.59
Fractal Design Terra,502.91,AMD Ryzen 5 3600,2335.21,Samsung 970 Evo,1418.63,Corsair Vengeance RGB RT 32 GB,3760.51,ASRock B760M PG SONIC WiFi,427.24,Corsair AX1200,94.45,PowerColor Hellhound,6955.3,15494.25
Thermaltake Core V1,487.31,Intel Core i7-9700,324.19,Western Digital Black SN750,1504.33,TEAMGROUP T-Create Classic 16 GB,2404.69,MSI PRO H610M-G DDR4,1844.53,Silverstone TX500-G,259.97,MSI ARMOR OC,2626.5,9451.52
GameMax G563,43.16,AMD Threadripper 3990X,3973.31,Western Digital Black SN850X,1167.11,TEAMGROUP T-Create Classic 16 GB,3521.06,Asus ROG MAXIMUS Z790 HERO,1220.1,Corsair RM650 (2023),60.18,NVIDIA Founders Edition,1291.39,11276.31
Corsair 6500X,558.31,AMD Ryzen 5 3400G,1329.05,Samsung 990 Pro,1035.16,Corsair Vengeance RGB Pro 64 GB,3297.27,Gigabyte B650 AORUS ELITE AX V2,3595.57,Lian Li SP,549.11,Asus STRIX GAMING,3416.97,13781.44
Montech SKY TWO GX,693.07,Intel Core i7-7820X,1131.11,Seagate IronWolf Pro,1433.27,Corsair Vengeance LPX 4 GB,1053.5,Gigabyte B650 AORUS ELITE AX,3739.02,SHARKOON SilentStorm Cool Zero 750,516.96,MSI D6 VENTUS XS OCV3,6512.17,15079.1
Corsair iCUE 4000D RGB AIRFLOW,594.42,Intel Core i5-10500,3715.43,Seagate Exos X18,1628.15,G.Skill Aegis 16 GB,1211.26,ASRock B650 LiveMixer,1436.39,EVGA SuperNOVA 650 GA,572.44,Asus ROG Matrix Platinum,1799.49,10957.58
NZXT H6 Flow,407.22,Intel Core i5-14600K,3383.07,Seagate Constellation CS,141.27,G.Skill Trident Z5 Neo RGB 32 GB,2292.93,Asus TUF GAMING B760M-PLUS WIFI,3249.21,Thermaltake Toughpower GX2,593.25,PNY VCNRTX6000ADA-PB,6110.78,16177.73
HYTE Y70 Touch,977.65,Intel Core i9-9900KF,1185.43,Seagate FireCuda 530,158.55,Timetec PINNACLE Konduit 32 GB,2171.4,MSI MAG B550 TOMAHAWK,626.64,EVGA 600 BQ,37.52,XFX Speedster SWFT 319 Core,866.68,6023.87
Phanteks Enthoo Pro 2 Server Edition,678.61,AMD Ryzen 5 5500,2796.3,TEAMGROUP MP44L,928.4,TEAMGROUP Elite 16 GB,834.06,MSI Z790 GAMING PRO WIFI,2323.37,Corsair RM1200x SHIFT,36.21,MSI LP OC,6962.45,14559.4
Corsair iCUE 4000X RGB,64.1,AMD FX-8350,3549.32,Western Digital Ultrastar DC HC550,1590.4,G.Skill Trident Z RGB 16 GB,1316.74,Gigabyte Z790 AORUS MASTER X,2009.44,EVGA SuperNOVA 750 GM,132.98,ASRock Taichi OC,6803.93,15466.91
Phanteks Enthoo Pro 2 Server Edition,282.27,AMD Ryzen 9 3900X,508.6,Transcend 250S,1193.63,Timetec PINNACLE Konduit 32 GB,1765.84,ASRock Z690 Pro RS,1457.69,Apevia Galaxy,540.79,Asus TUF Gaming OG OC,890.14,6638.96
Cooler Master MasterBox TD500 Mesh w/ Controller,641.61,Intel Xeon E-2124,841.18,Inland Professional,660.91,KingBank SharpBlade RGB 32 GB,2391.5,MSI MPG Z690 FORCE WIFI,3794.91,Thermaltake Smart BM3,494.17,XFX Speedster MERC 308 Black,6191.49,15015.77
Montech KING 95 PRO,475.28,AMD Ryzen 7 7700X,2772.08,Seagate Surveillance HDD,62.5,G.Skill Aegis 16 GB,3402.13,Gigabyte B550I AORUS PRO AX,240.91,Azza PSAZ-550W,648.52,MSI ARMOR OC,3444.48,11045.9
Deepcool CH560,772.21,AMD Ryzen 7 5700X,2512.14,Western Digital Black SN850X,2318.53,Patriot Signature Line 8 GB,3679.65,Asus ROG STRIX Z790-A GAMING WIFI D4,1046.31,Vetroo GV1000,296.73,Gigabyte AORUS MASTER,3756.24,14381.81
Thermaltake Versa H17,683.04,Intel Core i9-10900X,541.05,Crucial P5 Plus,1557.93,Corsair Vengeance LPX 64 GB,459.41,ASRock Z690 Taichi,1110.95,be quiet! Dark Power Pro 13,333.48,NVIDIA Founders Edition,7326.59,12012.45
Deepcool CK560,590.76,Intel Core i5-11500,49.89,Samsung 870 Evo,1722.6,Lexar Ares RGB 32 GB,1144.96,Asus TUF GAMING X570-PLUS (WI-FI),3022.42,MSI MPG A750GF,277.7,MSI GT 710 2GD3H LP,9684.02,16492.35
Cooler Master MasterBox TD500 Mesh w/ Controller,168.29,AMD Ryzen 5 1600X,346.92,Samsung 970 Evo Plus,1748.73,Crucial Pro 32 GB,2363.43,Asus PRIME X670-P WIFI,1704.91,Apevia Prestige,313.42,MSI VENTUS 3X E OC,7720.62,14366.32
GameMax Edge,702.28,Intel Core i5-11400F,2761.71,Western Digital Blue SN580,167.52,TEAMGROUP T-Create Classic 16 GB,2264.94,Asus PRIME B450M-K II,2339.32,Montech TITAN GOLD 1000W,101.21,Sapphire PULSE,2070.73,10407.71
Corsair 2500X,784.71,AMD Ryzen 7 7800X3D,4028.84,SanDisk SSD PLUS,1073.53,Corsair Vengeance 16 GB,3642.56,MSI MAG B550 TOMAHAWK,2686.76,Gigabyte UD-GM PG5,411.8,MSI GAMING X TRIO,8025.14,20653.34
Cooler Master MasterBox Q300L,926.27,Intel Core i7-12700,845.59,Western Digital Black SN850X,979.61,TEAMGROUP T-Create Expert 64 GB,1611.36,MSI B760 GAMING PLUS WIFI,1099.84,FSP Group FSP400-60FGGBA,99.81,MSI GAMING X TRIO,3348.03,8910.51
GAMDIAS AURA GC1,745.97,Intel Core i7-13700F,2568.05,TEAMGROUP QX,768.84,Patriot Viper Venom 16 GB,477.85,ASRock B650 LiveMixer,529.8,Corsair AX1200,96.18,PowerColor Fighter OC,4325.4,9512.09
Corsair iCUE 4000X RGB,302.85,AMD 2650,3479.83,Leven JPS800,2090.06,Patriot Viper Xtreme 5 32 GB,2016.93,ASRock Z790 PG Lightning/D4,3277.39,Thermaltake Toughpower GF1 (2024),246.62,Asus STRIX GAMING OC,3471.28,14884.96
Corsair 4000D Airflow,557.36,Intel Core i5-3470,1967.19,Kingston NV2,1179.54,G.Skill Trident Z5 RGB 96 GB,725.92,Gigabyte Z790 AORUS ELITE DDR4,1788.94,SeaSonic VERTEX GX-1200,574.79,Zotac GAMING Trinity,3680.1,10473.84
Fractal Design Focus 2,873.32,Intel Core i7-6700,3836.06,ADATA SU630,2475.51,KingBank SharpBlade 32 GB,1162.56,Gigabyte B760I AORUS PRO,1757.61,Thermaltake Toughpower GF A3 Snow,588.72,EVGA XC3 ULTRA GAMING,6790.73,17484.51
Fractal Design Pop XL Silent,693.7,Intel Core i3-13100,1012.39,Kingston NV2,2162.77,Crucial Pro Overclocking 32 GB,2404.24,ASRock B760M-H/M.2,2068.21,SeaSonic FOCUS PX,566.31,Sapphire PULSE,8008.4,16916.02
